,contact?,point_of_contact,lead_author,lead_aff,anchor_author,email_subject,email_message,pub_title,pub_url,published_by,funded_by,cites,pub_snippet,included_adipose,included_bone,included_cells,included_evboost,included_exosome,included_media,included_thesis,included_umbilical_cord
0,No,Laura Entz,Laura Entz,,Stéphanie Lucas,We appreciate your Bone Reports paper,"Good Day Dr. Entz, I found your 2022 paper - ""Characterization and impact on osteogenesis of the extracellular matri... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Characterization and impact on osteogenesis of the extracellular matrix of Bone Marrow Adipocytes in hyperglycemic condition in vitro,https://doi.org/10.1016/j.bonr.2020.100484,Bone Reports,National Institute of General Medical Sciences | ,0,,0,1,0,0,0,0,0,0
0,No,A. Mai,A. Mai,,E. Hopewell,We appreciate your Cytotherapy paper,"Good Day Dr. Mai, I found your 2022 paper - ""A novel computer-based system to develop cell therapy protocols: digit... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",A novel computer-based system to develop cell therapy protocols: digitizing manufacturing processes without specialized information technology expertise,https://doi.org/10.1016/s1465324921005521,Cytotherapy,National Institute of General Medical Sciences | ,0,,0,0,0,0,0,0,0,0
0,No,Simon Chang-Hao Tsao,Simon Chang-Hao Tsao,,Matt Trau,We appreciate your Nature Communications paper,"Good Day Dr. Tsao, I found your 2022 paper - ""Characterising the phenotypic evolution of circulating tumour cells du... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Characterising the phenotypic evolution of circulating tumour cells during treatment,https://doi.org/10.1038/s41467-018-03725-8,Nature Communications,National Institute of General Medical Sciences | ,59,"... BD-MSC cell line was purchased from Rooster Bio company (Donor number: 0081) and 
cultured according to the standard method. BD-MSC at passage 13 was collected for the ...",0,0,0,0,0,0,0,0
0,No,Binod Kumar,Binod Kumar,,Shawn E. Lupold,We appreciate your Scientific Reports paper,"Good Day Dr. Kumar, I found your 2022 paper - ""Cell-type specific expression of oncogenic and tumor suppressive micro... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Cell-type specific expression of oncogenic and tumor suppressive microRNAs in the human prostate and prostate cancer,https://doi.org/10.1038/s41598-018-25320-z,Scientific Reports,National Institute of General Medical Sciences | ,30,"... Tissue was dissociated into a single cell suspension and cultured in Rooster High Performance 
Media (RoosterBio) with regular media changes every 3-4 days as previously described ...",0,0,0,0,0,0,0,0
0,No,Lauren Boland,Lauren Boland,,James A. Ankrum,We appreciate your Molecular Therapy paper,"Good Day Dr. Boland, I found your 2022 paper - ""IFN-g and TNF-a Pre-licensing Protects Mesenchymal Stromal Cells from ... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",IFN-g and TNF-a Pre-licensing Protects Mesenchymal Stromal Cells from the Pro-inflammatory Effects of Palmitate,https://doi.org/10.1016/j.ymthe.2017.12.013,Molecular Therapy,Diabetes Action Research and Education Foundation | BD Biosciences Research Grant Program | National Blood Foundation | Fraternal Order of Eagles Diabetes Research Center | ,38,"... Two additional pre-characterized sets of human donor MSCs (00081 and 00055) were 
acquired from RoosterBio. All MSCs were acquired from healthy donors after informed consent ...",0,0,0,0,0,0,0,0
0,No,Daniel R. Potter,Daniel R. Potter,,Shibani Pati,We appreciate your Journal of Trauma and Acute Care Surgery paper,"Good Day Dr. Potter, I found your 2022 paper - ""Mesenchymal stem cell-derived extracellular vesicles attenuate pulmona... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Mesenchymal stem cell-derived extracellular vesicles attenuate pulmonary vascular permeability and lung injury induced by hemorrhagic shock and trauma,https://doi.org/10.1097/ta.0000000000001744,Journal of Trauma and Acute Care Surgery,Diabetes Action Research and Education Foundation | BD Biosciences Research Grant Program | National Blood Foundation | Fraternal Order of Eagles Diabetes Research Center | ,58,"BACKGROUND: Mesenchymal stem cells (MSCs) have been shown to mitigate vascular 
permeability in hemorrhagic shock (HS) and trauma-induced brain and lung injury. ...",0,0,0,0,1,0,0,0
0,No,P. Mallis,P. Mallis,,E. Michalopoulos,We appreciate your Cytotherapy paper,"Good Day Dr. Mallis, I found your 2022 paper - ""Evaluation of cord blood platelet gel production utilizing low volume ... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Evaluation of cord blood platelet gel production utilizing low volume cord blood units: the experience of hellenic cord blood bank,https://doi.org/10.1016/s146532492100551x,Cytotherapy,Diabetes Action Research and Education Foundation | BD Biosciences Research Grant Program | National Blood Foundation | Fraternal Order of Eagles Diabetes Research Center | ,0,,0,0,0,0,0,0,0,0
0,No,Tania D. Pereira Chilima,Tania D. Pereira Chilima,,Suzanne S. Farid,We appreciate your Biochemical Engineering Journal paper,"Good Day Dr. Pereira Chilima, I found your 2022 paper - ""Impact of allogeneic stem cell manufacturing decisions on cost of good... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ","Impact of allogeneic stem cell manufacturing decisions on cost of goods, process robustness and reimbursement",https://doi.org/10.1016/j.bej.2018.04.017,Biochemical Engineering Journal,UK Engineering and Physical Sciences Research Council | Pall Life Sciences | Centre for Biochemical Engineering | EPSRC | ,33,"This article presents a framework to evaluate holistically the operational and economic 
performance of different manufacturing platforms for the expansion of allogeneic mesenchymal ...",0,0,0,0,0,0,0,0
0,No,Jennifer Nicole Etter,Jennifer Nicole Etter,,Rachael Ann Oldinski,We appreciate your Biomedical Physics &amp; Engineering Express paper,"Good Day Dr. Etter, I found your 2022 paper - ""Synthesis of a tri-network alginate hydrogel for use as an injectable ... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Synthesis of a tri-network alginate hydrogel for use as an injectable cell carrier,https://doi.org/10.1088/2057-1976/aaeb6f,Biomedical Physics &amp; Engineering Express,UK Engineering and Physical Sciences Research Council | Pall Life Sciences | Centre for Biochemical Engineering | EPSRC | ,5,"... Primary human MSCs, derived from bone marrow, were purchased from Rooster Bio. Human 
MSC-screened fetal bovine serum (FBS) was purchased from Atlanta Biologics. Penicillin, ...",0,1,0,0,0,0,0,0
0,No,Janarthanan Gopinathan,Janarthanan Gopinathan,,Insup Noh,We appreciate your Advances in Experimental Medicine and Biology paper,"Good Day Dr. Gopinathan, I found your 2022 paper - ""Current Status of Development and Intellectual Properties of Biomimeti... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Current Status of Development and Intellectual Properties of Biomimetic Medical Materials,https://doi.org/10.1007/978-981-13-0445-3_22,Advances in Experimental Medicine and Biology,UK Engineering and Physical Sciences Research Council | Pall Life Sciences | Centre for Biochemical Engineering | EPSRC | ,0,"Biomimetic medical materials are the biomaterials which mimic the important characteristic 
features of natural material/tissue structures or architectures and are mainly used in ...",0,0,0,0,0,0,0,0
0,No,K. Adlerz,K. Adlerz,,T. Ahsan,We appreciate your Cytotherapy paper,"Good Day Dr. Adlerz, I found your 2022 paper - ""Increasing yield of msc-evs in scalable xeno-free manufacturing... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Increasing yield of msc-evs in scalable xeno-free manufacturing,https://doi.org/10.1016/j.jcyt.2019.03.433,Cytotherapy,UK Engineering and Physical Sciences Research Council | Pall Life Sciences | Centre for Biochemical Engineering | EPSRC | ,1,"... MSCs were first cultured in an expansion media (RoosterNourish TM , RoosterBio) in a 
fed-... TM -EV, RoosterBio) with or without an EV activator (EV Boost TM , RoosterBio). After two ...",0,0,0,1,1,1,0,0
0,No,G. Yoo,G. Yoo,,K. Moon,We appreciate your Cytotherapy paper,"Good Day Dr. Yoo, I found your 2022 paper - ""Acute anaphylaxis study of mesenchymal stem cell-derived exosomes in G... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Acute anaphylaxis study of mesenchymal stem cell-derived exosomes in Guinea pigs,https://doi.org/10.1016/j.jcyt.2019.03.435,Cytotherapy,UK Engineering and Physical Sciences Research Council | Pall Life Sciences | Centre for Biochemical Engineering | EPSRC | ,0,"... rst cultured in an expansion media (RoosterNourishTM, RoosterBio) in a fed-batch system. 
... -EV, RoosterBio) with or without an EV activator (EV BoostTM, RoosterBio). After two days, ...",0,0,0,1,1,1,0,0
0,No,Tiffani C. Chance,Tiffani C. Chance,,James A. Bynum,We appreciate your Journal of Trauma and Acute Care Surgery paper,"Good Day Dr. Chance, I found your 2022 paper - ""The effects of cell type and culture condition on the procoagulant act... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",The effects of cell type and culture condition on the procoagulant activity of human mesenchymal stromal cell-derived extracellular vesicles,https://doi.org/10.1097/ta.0000000000002225,Journal of Trauma and Acute Care Surgery,UK Engineering and Physical Sciences Research Council | Pall Life Sciences | Centre for Biochemical Engineering | EPSRC | ,27,"BACKGROUND Mesenchymal stromal cell (MSC)-derived extracellular vesicles (EVs) have 
great potential as a cell-free therapy in wound healing applications. Because EV ...",0,0,0,0,1,0,0,0
0,No,Mary T. Doolin,Mary T. Doolin,"Fischell Department of Bioengineering, University of Maryland, College Park, Maryland.",Kimberly M. Stroka,We appreciate your Tissue Engineering Part C: Methods paper,"Good Day Dr. Doolin, I found your 2022 paper - ""Integration of Mesenchymal Stem Cells into a Novel Micropillar Confine... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Integration of Mesenchymal Stem Cells into a Novel Micropillar Confinement Assay,https://doi.org/10.1089/ten.tec.2019.0083,Tissue Engineering Part C: Methods,UK Engineering and Physical Sciences Research Council | Pall Life Sciences | Centre for Biochemical Engineering | EPSRC | ,10,"... Cells were removed from liquid nitrogen and grown in RoosterBio basal media with media 
booster (RoosterBio, Inc.) for the first day post-thaw. Thereafter, cells were cultured in medium ...",0,0,0,0,0,0,0,0
0,No,Kelvin S. Ng,Kelvin S. Ng,Harvard‐MIT Division of Health Sciences and Technology Cambridge Massachusetts,Jeffrey M. Karp,We appreciate your Biotechnology and Bioengineering paper,"Good Day Dr. Ng, I found your 2022 paper - ""Bioprocess decision support tool for scalable manufacture of extracell... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Bioprocess decision support tool for scalable manufacture of extracellular vesicles,https://doi.org/10.1002/bit.26809,Biotechnology and Bioengineering,Foundation for the National Institutes of Health | Medical Research Council | National Science Foundation | ,14,"Newly recognized as natural nanocarriers that deliver biological information between cells, 
extracellular vesicles (EVs), including exosomes and microvesicles, provide unprecedented ...",0,0,0,0,1,0,0,0
0,No,S. Staubach,S. Staubach,,B. Giebel,We appreciate your Cytotherapy paper,"Good Day Dr. Staubach, I found your 2022 paper - ""Free flow electrophoresis allows preparation of extracellular vesicles... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Free flow electrophoresis allows preparation of extracellular vesicles with high purity,https://doi.org/10.1016/j.jcyt.2019.03.432,Cytotherapy,Foundation for the National Institutes of Health | Medical Research Council | National Science Foundation | ,2,"... rst cultured in an expansion media (RoosterNourishTM, RoosterBio) in a fed-batch system. 
... -EV, RoosterBio) with or without an EV activator (EV BoostTM, RoosterBio). After two days, ...",0,0,0,1,1,1,0,0
0,No,Sarah E. Hogan,Sarah E. Hogan,"Department of Regenerative Medicine, United Therapeutics Corporation, Durham, North Carolina",Roger M. Ilagan,We appreciate your American Journal of Physiology-Lung Cellular and Molecular Physiology paper,"Good Day Dr. Hogan, I found your 2022 paper - ""Mesenchymal stromal cell-derived exosomes improve mitochondrial health... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Mesenchymal stromal cell-derived exosomes improve mitochondrial health in pulmonary arterial hypertension,https://doi.org/10.1152/ajplung.00058.2018,American Journal of Physiology-Lung Cellular and Molecular Physiology,Foundation for the National Institutes of Health | Medical Research Council | National Science Foundation | ,43,"... mesenchymal stromal cells (MSCs; RoosterBio) were cultured as previously described (31). 
In brief, MSCs were grown in KT-001 growth media (RoosterBio) until 100% confluent. Cells ...",0,0,0,0,1,1,0,0
0,No,Madison McGrath,Madison McGrath,,Giuseppe Maria de Peppo,We appreciate your Stem Cell Research &amp; Therapy paper,"Good Day Dr. McGrath, I found your 2022 paper - ""GMP-compatible and xeno-free cultivation of mesenchymal progenitors de... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",GMP-compatible and xeno-free cultivation of mesenchymal progenitors derived from human-induced pluripotent stem cells,https://doi.org/10.1186/s13287-018-1119-3,Stem Cell Research &amp; Therapy,The New York Stem Cell Foundation Research Institute | The Ricky and Ralph Lauren Family Foundation | ,17,"Human mesenchymal stem cells are a strong candidate for cell therapies owing to their 
regenerative potential, paracrine regulatory effects, and immunomodulatory activity. Yet, their ...",0,0,0,0,0,0,0,0
0,No,Jeffrey A. Beamish,Jeffrey A. Beamish,"Division of Nephrology, Department of Internal MedicineUniversity of Michigan Ann Arbor Michigan",Andrew J. Putnam,We appreciate your Journal of Biomedical Materials Research Part B: Applied Biomaterials paper,"Good Day Dr. Beamish, I found your 2022 paper - ""Deciphering the relative roles of matrix metalloproteinase- and plasmi... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Deciphering the relative roles of matrix metalloproteinase- and plasmin-mediated matrix degradation during capillary morphogenesis using engineered hydrogels,https://doi.org/10.1002/jbm.b.34341,Journal of Biomedical Materials Research Part B: Applied Biomaterials,"National Institute of Dental and Craniofacial Research | National Institute of Diabetes and Digestive and Kidney Diseases | National Heart, Lung, and Blood Institute | ",8,"... Bone marrow mesenchymal stem cells (MSCs, RoosterBio, Frederick, MD) were cultured 
in RoosterNourish-MSC medium (RoosterBio) and used up to passage 5. All cells were ...",0,1,0,0,0,1,0,0
0,No,D. Wiese,D. Wiese,,L.R. Braid,We appreciate your Cytotherapy paper,"Good Day Dr. Wiese, I found your 2022 paper - ""Towards a consensus potency assay for mesenchymal stromal cells: a mat... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ","Towards a consensus potency assay for mesenchymal stromal cells: a matrix analysis of cell source, donor variability and inflammatory stimuli to refine surrogate markers of immunomodulation",https://doi.org/10.1016/j.jcyt.2019.03.322,Cytotherapy,"National Institute of Dental and Craniofacial Research | National Institute of Diabetes and Digestive and Kidney Diseases | National Heart, Lung, and Blood Institute | ",2,"Background & Aim Reliable metrics to assess the therapeutic potential of mesenchymal stromal 
cell (MSC) batches are needed for successful translation of MSC-based products. Here, ...",0,0,0,0,0,0,0,0
0,No,Barbara A. Christy,Barbara A. Christy,Coagulation &amp; Blood Research US Army Institute of Surgical Research  JBSA Fort Sam Houston Texas,Andrew P. Cap,We appreciate your Transfusion paper,"Good Day Dr. Christy, I found your 2022 paper - ""Human primary fibroblasts perform similarly to MSCs in assays used to ... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Human primary fibroblasts perform similarly to MSCs in assays used to evaluate MSC safety and potency,https://doi.org/10.1111/trf.15187,Transfusion,U.S. Army Medical Research and Materiel Command | ,6,"... MSCs were obtained from RoosterBio, Inc. Cells were cryopreserved at an early passage 
number. For comparison within assays, cells from different sources were adapted for growth in ...",0,0,0,0,0,0,0,0
0,No,Timothy E. Krueger,Timothy E. Krueger,Department of Pharmacology and Molecular SciencesJohns Hopkins University School of MedicineBaltimoreMaryland,W. Nathaniel Brennen,We appreciate your The Prostate paper,"Good Day Dr. Krueger, I found your 2022 paper - ""Tumor-infiltrating mesenchymal stem cells: Drivers of the immunosuppre... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Tumor-infiltrating mesenchymal stem cells: Drivers of the immunosuppressive tumor microenvironment in prostate cancer?,https://doi.org/10.1002/pros.23738,The Prostate,National Institutes of Health | U.S. Department of Defense | National Cancer Institute | Prostate Cancer Foundation | ,41,"... hMSC high performance media was also purchased from RoosterBio, Inc. BM-MSCs and 
PrCSCs expanded from two independent donors each and cultured according to previously ...",0,0,0,0,0,0,0,0
0,No,Laxminarayana R. Devireddy,Laxminarayana R. Devireddy,,Lynne Boxer,We appreciate your PLOS ONE paper,"Good Day Dr. Devireddy, I found your 2022 paper - ""A serum-free medium formulation efficiently supports isolation and pro... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",A serum-free medium formulation efficiently supports isolation and propagation of canine adipose-derived mesenchymal stem/stromal cells,https://doi.org/10.1371/journal.pone.0210250,PLOS ONE,National Institutes of Health | U.S. Department of Defense | National Cancer Institute | Prostate Cancer Foundation | ,20,"... Established canine Ad-MSCs were then recultured in the serum-free medium formulated 
in our laboratory or in a commercial serum-free medium (RoosterBio; see Fig 1 for an ...",1,0,0,0,0,0,0,0
0,No,Ben P. Hung,Ben P. Hung,,J. Kent Leach,We appreciate your Biomaterials paper,"Good Day Dr. Hung, I found your 2022 paper - ""Defining hydrogel properties to instruct lineage- and cell-specific me... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Defining hydrogel properties to instruct lineage- and cell-specific mesenchymal differentiation,https://doi.org/10.1016/j.biomaterials.2018.10.024,Biomaterials,National Institute of Dental and Craniofacial Research | National Institutes of Health | ,21,"The maintenance and direction of stem cell lineage after implantation remains challenging 
for clinical translation. Aggregation and encapsulation into instructive biomaterials after ...",0,0,0,0,0,0,0,0
0,No,Charlotte Piard,Charlotte Piard,,John Fisher,We appreciate your Biomaterials paper,"Good Day Dr. Piard, I found your 2022 paper - ""3D printed HUVECs/MSCs cocultures impact cellular interactions and ang... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",3D printed HUVECs/MSCs cocultures impact cellular interactions and angiogenesis depending on cell-cell distance,https://doi.org/10.1016/j.biomaterials.2019.119423,Biomaterials,National Institute of Biomedical Imaging and Bioengineering | National Institutes of Health | U.S. National Institutes of Health | ,43,"Vascularization is a crucial process during the growth and development of bone 1 , yet it 
remains one of the main challenges in the reconstruction of large bone defects. The use of in ...",0,1,0,0,0,0,0,0
0,No,Max J. Lerman,Max J. Lerman,Department of Materials Science and Engineering University of Maryland  College Park Maryland,John P. Fisher,We appreciate your Journal of Biomedical Materials Research Part B: Applied Biomaterials paper,"Good Day Dr. Lerman, I found your 2022 paper - ""Development of surface functionalization strategies for 3D-printed pol... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Development of surface functionalization strategies for 3D-printed polystyrene constructs,https://doi.org/10.1002/jbm.b.34347,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Maryland Stem Cell Research Fund | Material Measurement Laboratory | National Institutes of Health | National Institute of Biomedical Imaging and Bioengineering | Maryland Stem Cell Research Fund | ,3,"There is a growing interest in 3D printing to fabricate culture substrates; however, the surface 
properties of the scaffold remain pertinent to elicit targeted and expected cell responses. ...",0,0,0,0,0,0,0,0
0,No,Shohei Ikeda,Shohei Ikeda,"From the Department of Cell Biology and Molecular Medicine, Cardiovascular Research Institute, Rutgers New Jersey Medical School, Newark (S.I., W.M., S. Sciarretta, M.A., P.Z., R.M., N.F., S.-i.O., M.N., D.P.D.R., L.-H.X., J.S.)",Junichi Sadoshima,We appreciate your Circulation Research paper,"Good Day Dr. Ikeda, I found your 2022 paper - ""Hippo Deficiency Leads to Cardiac Dysfunction Accompanied by Cardiomyo... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Hippo Deficiency Leads to Cardiac Dysfunction Accompanied by Cardiomyocyte Dedifferentiation During Pressure Overload,https://doi.org/10.1161/circresaha.118.314048,Circulation Research,Maryland Stem Cell Research Fund | Material Measurement Laboratory | National Institutes of Health | National Institute of Biomedical Imaging and Bioengineering | Maryland Stem Cell Research Fund | ,52,"Rationale: The Hippo pathway plays an important role in determining organ size through 
regulation of cell proliferation and apoptosis. Hippo inactivation and consequent activation of ...",0,0,0,0,0,0,0,0
0,No,K. Adlerz,K. Adlerz,,T. Ahsan,We appreciate your Cytotherapy paper,"Good Day Dr. Adlerz, I found your 2022 paper - ""Comparison of msc-evs manufatured in 2D versus scalable 3D bioreactor ... "" - researching recent applications of RoosterBio products and expertise. Thank you for your fascinating paper. We compiled there published articles as a map and table, finding an increasing number exploring exosomes. You are invited to explore the map here: https://jesnyder.github.io/roosterAppreciates/ Would you join a short meeting to discuss your research findings and how we could help in your next steps? Please suggest a few times and we will accomodate. Continued success to you and your team. Best Regards, Jess ",Comparison of msc-evs manufatured in 2D versus scalable 3D bioreactor systems,https://doi.org/10.1016/j.jcyt.2019.03.434,Cytotherapy,Maryland Stem Cell Research Fund | Material Measurement Laboratory | National Institutes of Health | National Institute of Biomedical Imaging and Bioengineering | Maryland Stem Cell Research Fund | ,0,"* There have been> 900 clinical trials using mesenchymal stem/stromal cells (MSCs) for 
therapeutic applications.* Due to their similar therapeutic effects to MSCs and potential as a key ...",0,0,0,0,0,0,0,0
